Name,Z,Radius_Avg,Radius_SD,Radius_Min,Radius_Max,FitRadius_Avg,FitRadius_SD,FitRadius_Min,FitRadius_Max,AxisOffsetX,AxisOffsetY,AxisOffsetR,AxisOffsetPhi,AxisTilt,AxisCurvature,MajorSemiaxis,MinorSemiaxis,Eccentricity,EllipseRotation,SurfaceCoverage_Photoresist_Avg,SurfaceCoverage_Silicon_Avg,SurfaceCoverage_SiFx_Avg,Thickness_Silicon_Avg,Thickness_SiFx_Avg
shape_analysis,0.1785,0.0490871,0.000733586,0.0474688,0.0498187,0.0490871,0.000733586,0.0474688,0.0498187,0,0,0,0,0,0,0.0498729,0.048411,0.0148742,270,0,0.874126,0.125874,0,0
shape_analysis,0.1795,0.0476738,0.000990852,0.0464158,0.0497273,0.0476738,0.000990852,0.0464158,0.0497273,0,0,0,0,0,0,0.0486049,0.0468452,0.0184355,0,0,0.759563,0.240437,0,0
shape_analysis,0.1805,0.0471921,0.00130375,0.0455679,0.0495631,0.0471921,0.00130375,0.0455679,0.0495631,0,0,0,0,0,0,0.0479512,0.0466023,0.0142661,1.7053e-13,0,0.605932,0.394068,0,0
shape_analysis,0.1815,0.04693,0.00130701,0.045502,0.0496608,0.04693,0.00130701,0.045502,0.0496608,0,0,0,0,0,0,0.0478333,0.0462139,0.01722,90,0,0.178378,0.821622,0,0
shape_analysis,0.1825,0.0470461,0.00141274,0.0455061,0.049743,0.0470461,0.00141274,0.0455061,0.049743,0,0,0,0,0,0,0.0472039,0.0471009,0.00109295,5.68434e-14,0,0.0201613,0.979839,0,0
shape_analysis,0.1835,0.0469609,0.00143545,0.0452254,0.0497077,0.0469609,0.00143545,0.0452254,0.0497077,0,0,0,0,0,0,0.0471298,0.0470115,0.00125734,2.27374e-13,0,0.00706714,0.992933,7.88257e-05,0
shape_analysis,0.1845,0.0470358,0.00143101,0.0453198,0.049762,0.0470358,0.00143101,0.0453198,0.049762,0,0,0,0,0,0,0.0471496,0.0471394,0.000107678,90,0,0,1,0,0
shape_analysis,0.1855,0.0470438,0.00141785,0.0452604,0.0496497,0.0470438,0.00141785,0.0452604,0.0496497,0,0,0,0,0,0,0.0471749,0.047126,0.000517991,270,0,0,1,0,0
shape_analysis,0.1865,0.0470952,0.0013823,0.0452604,0.0496268,0.0470952,0.0013823,0.0452604,0.0496268,0,0,0,0,0,0,0.0472358,0.0471571,0.000833675,3.41061e-13,0,0,1,0,0
shape_analysis,0.1875,0.0471243,0.00135247,0.0455223,0.0496681,0.0471243,0.00135247,0.0455223,0.0496681,0,0,0,0,0,0,0.0474071,0.0470364,0.00392579,90,0,0,1,0,0
