Name,Z,Radius_Avg,Radius_SD,Radius_Min,Radius_Max,FitRadius_Avg,FitRadius_SD,FitRadius_Min,FitRadius_Max,AxisOffsetX,AxisOffsetY,AxisOffsetR,AxisOffsetPhi,AxisTilt,AxisCurvature,MajorSemiaxis,MinorSemiaxis,Eccentricity,EllipseRotation,SurfaceCoverage_Photoresist_Avg,SurfaceCoverage_Silicon_Avg,SurfaceCoverage_SiFx_Avg,Thickness_Silicon_Avg,Thickness_SiFx_Avg
shape_analysis,0.1045,0.0483871,0.000699647,0.0472712,0.0497544,0.0483871,0.000699647,0.0472712,0.0497544,0,0,0,0,0,0,0.0487644,0.0480735,0.00713442,270,0,0.941176,0.0588235,0,0
shape_analysis,0.1055,0.0474647,0.00120507,0.0458855,0.0496798,0.0474647,0.00120507,0.0458855,0.0496798,0,0,0,0,0,0,0.0477261,0.0473579,0.00387246,270,0,0.923387,0.0766129,0,0
shape_analysis,0.1065,0.0470229,0.00130688,0.0455213,0.0496997,0.0470229,0.00130688,0.0455213,0.0496997,0,0,0,0,0,0,0.0479514,0.0462733,0.0178094,360,0,0.661616,0.338384,0,0
shape_analysis,0.1075,0.0469639,0.00140805,0.0454031,0.0495943,0.0469639,0.00140805,0.0454031,0.0495943,0,0,0,0,0,0,0.0471496,0.0469895,0.00169993,1.13687e-13,0,0.249231,0.750769,0.00164193,0.000829832
shape_analysis,0.1085,0.0469384,0.00143565,0.0452936,0.0494856,0.0469384,0.00143565,0.0452936,0.0494856,0,0,0,0,0,0,0.0470682,0.0470278,0.000429764,360,0,0.0120482,0.987952,0,1.54667e-05
shape_analysis,0.1095,0.0468959,0.00140738,0.0453138,0.0495145,0.0468959,0.00140738,0.0453138,0.0495145,0,0,0,0,0,0,0.0470674,0.0469355,0.00140284,360,0,0.00342466,0.996575,0.00183924,0
shape_analysis,0.1105,0.0469087,0.00143711,0.0452446,0.0495787,0.0469087,0.00143711,0.0452446,0.0495787,0,0,0,0,0,0,0.0470482,0.0469891,0.00062823,270,0,0,1,0,0
shape_analysis,0.1115,0.0469583,0.00144795,0.045205,0.0498767,0.0469583,0.00144795,0.045205,0.0498767,0,0,0,0,0,0,0.0471742,0.0469667,0.00220364,270,0,0,1,0,0
shape_analysis,0.1125,0.0470285,0.00141523,0.0453637,0.0496614,0.0470285,0.00141523,0.0453637,0.0496614,0,0,0,0,0,0,0.0471396,0.0471298,0.000104079,90,0,0,1,0,0.000303415
shape_analysis,0.1135,0.0469797,0.00146071,0.0453045,0.0499615,0.0469797,0.00146071,0.0453045,0.0499615,0,0,0,0,0,0,0.0471137,0.0470727,0.000434752,90,0,0,1,0,0.00017102
